the	O
face	O
and	O
the	O
back	O
of	O
the	O
hands	O
.	O
RESULTS	O
:	O
A	O
44-year	O
-	O
old	O
man	O
taking	O
naproxen	B-DRUG
for	O
chronic	O
low	O
back	O
pain	O
and	O
a	O
20-year	O
-	O
old	O
woman	O
on	O
oxaprozin	B-DRUG
for	O
rheumatoid	O
arthritis	O
presented	O
with	O
tense	B-ADVEFFECT
bullae	I-ADVEFFECT
and	O
cutaneous	B-ADVEFFECT
fragility	I-ADVEFFECT
on	O
the	O
face	O
and	O
the	O
back	O
of	O
the	O
hands	O
.	O
RESULTS	O
:	O
A	O
44-year	O
-	O
old	O
man	O
taking	O
naproxen	B-DRUG
for	O
chronic	O
low	O
back	O
pain	O
and	O
a	O
20-year	O
-	O
old	O
woman	O
on	O
oxaprozin	B-DRUG
for	O
rheumatoid	O
arthritis	O
presented	O
with	O
tense	B-ADVEFFECT
bullae	I-ADVEFFECT
and	O
cutaneous	B-ADVEFFECT
fragility	I-ADVEFFECT
on	O
the	O
face	O
and	O
the	O
back	O
of	O
the	O
hands	O
.	O
BACKGROUND	O
:	O
How	O
to	O
best	O
treat	O
psychotic	O
patients	O
who	O
have	O
had	O
past	O
clozapine	B-DRUG
-	O
induced	O
agranulocytosis	O
or	O
granulocytopenia	B-ADVEFFECT
remains	O
a	O
problem	O
.	O
CONCLUSION	O
:	O
The	O
results	O
suggest	O
that	O
olanzapine	O
may	O
be	O
useful	O
in	O
treating	O
patients	O
with	O
clozapine	B-DRUG
-	O
induced	O
granulocytopenia	B-ADVEFFECT
without	O
the	O
risk	O
of	O
recurrence	O
of	O
hematologic	O
side	O
effects	O
.	O
Prolonged	O
severe	O
5-fluorouracil	B-DRUG
-	O
associated	O
neurotoxicity	B-ADVEFFECT
in	O
a	O
patient	O
with	O
dihydropyrimidine	O
dehydrogenase	O
deficiency	O
.	O
We	O
describe	O
the	O
side	O
effects	O
of	O
5-FU	B-DRUG
in	O
a	O
colon	O
cancer	O
patient	O
who	O
suffered	O
severe	B-ADVEFFECT
mucositis	I-ADVEFFECT
,	O
desquamating	O
dermatitis	O
,	O
prolonged	B-ADVEFFECT
myelosuppression	I-ADVEFFECT
,	O
and	O
neurologic	B-ADVEFFECT
toxicity	I-ADVEFFECT
that	O
required	O
admission	O
to	O
the	O
intensive	O
care	O
unit	O
.	O
We	O
describe	O
the	O
side	O
effects	O
of	O
5-FU	B-DRUG
in	O
a	O
colon	O
cancer	O
patient	O
who	O
suffered	O
severe	B-ADVEFFECT
mucositis	I-ADVEFFECT
,	O
desquamating	O
dermatitis	O
,	O
prolonged	B-ADVEFFECT
myelosuppression	I-ADVEFFECT
,	O
and	O
neurologic	B-ADVEFFECT
toxicity	I-ADVEFFECT
that	O
required	O
admission	O
to	O
the	O
intensive	O
care	O
unit	O
.	O
We	O
describe	O
the	O
side	O
effects	O
of	O
5-FU	B-DRUG
in	O
a	O
colon	O
cancer	O
patient	O
who	O
suffered	O
severe	B-ADVEFFECT
mucositis	I-ADVEFFECT
,	O
desquamating	O
dermatitis	O
,	O
prolonged	B-ADVEFFECT
myelosuppression	I-ADVEFFECT
,	O
and	O
neurologic	B-ADVEFFECT
toxicity	I-ADVEFFECT
that	O
required	O
admission	O
to	O
the	O
intensive	O
care	O
unit	O
.	O
This	O
case	O
suggests	O
that	O
BH	B-DRUG
-	I-DRUG
AC	I-DRUG
,	O
a	O
derivative	O
of	O
cytosine	O
arabinoside	O
(	O
1-beta	O
-	O
D	O
-	O
arabinofuranosylcytosine	O
)	O
could	O
be	O
a	O
cause	O
of	O
reversible	O
encephalopathy	B-ADVEFFECT
syndrome	I-ADVEFFECT
.	O
We	O
report	O
a	O
case	O
of	O
reversible	O
encephalopathy	B-ADVEFFECT
syndrome	I-ADVEFFECT
in	O
a	O
16-year	O
-	O
old	O
girl	O
with	O
acute	O
myelogenous	O
leukemia	O
(	O
AML	O
)	O
,	O
who	O
is	O
undergoing	O
during	O
consolidation	O
chemotherapy	O
composed	O
of	O
BH	B-DRUG
-	I-DRUG
AC	I-DRUG
(	O
N4-behenoyl-1-beta	O
-	O
D	O
-	O
arabinofuranosyl	O
cytosine	O
)	O
and	O
idarubicin	B-DRUG
.	O
We	O
report	O
a	O
case	O
of	O
reversible	O
encephalopathy	B-ADVEFFECT
syndrome	I-ADVEFFECT
in	O
a	O
16-year	O
-	O
old	O
girl	O
with	O
acute	O
myelogenous	O
leukemia	O
(	O
AML	O
)	O
,	O
who	O
is	O
undergoing	O
during	O
consolidation	O
chemotherapy	O
composed	O
of	O
BH	B-DRUG
-	I-DRUG
AC	I-DRUG
(	O
N4-behenoyl-1-beta	O
-	O
D	O
-	O
arabinofuranosyl	O
cytosine	O
)	O
and	O
idarubicin	B-DRUG
.	O
In	O
one	O
case	O
,	O
the	O
readministration	O
of	O
riluzole	B-DRUG
was	O
followed	O
by	O
the	O
relapse	O
of	O
hepatitis	B-ADVEFFECT
.	O
We	O
report	O
the	O
cases	O
of	O
two	O
patients	O
who	O
developed	O
acute	O
hepatitis	B-ADVEFFECT
after	O
taking	O
riluzole	B-DRUG
at	O
the	O
recommended	O
dose	O
(	O
100	O
mg	O
daily	O
)	O
for	O
7	O
and	O
4	O
weeks	O
,	O
respectively	O
.	O
Lupus	B-ADVEFFECT
-	I-ADVEFFECT
like	I-ADVEFFECT
syndrome	I-ADVEFFECT
caused	O
by	O
5-aminosalicylic	B-DRUG
acid	I-DRUG
in	O
patients	O
with	O
inflammatory	O
bowel	O
disease	O
.	O
Although	O
the	O
two	O
local	O
anesthetics	O
usually	O
do	O
not	O
cause	O
methemoglobinemia	B-ADVEFFECT
,	O
we	O
suspect	O
that	O
the	O
displacement	O
of	O
lidocaine	B-DRUG
from	O
protein	O
binding	O
by	O
bupivacaine	B-DRUG
,	O
in	O
combination	O
with	O
metabolic	O
acidosis	O
and	O
treatment	O
with	O
other	O
oxidants	O
,	O
was	O
the	O
reason	O
for	O
the	O
development	O
of	O
methemoglobinemia	B-ADVEFFECT
.	O
Methemoglobinemia	B-ADVEFFECT
after	O
axillary	O
block	O
with	O
bupivacaine	B-DRUG
and	O
additional	O
injection	O
of	O
lidocaine	B-DRUG
in	O
the	O
operative	O
field	O
.	O
Methemoglobinemia	B-ADVEFFECT
after	O
axillary	O
block	O
with	O
bupivacaine	B-DRUG
and	O
additional	O
injection	O
of	O
lidocaine	B-DRUG
in	O
the	O
operative	O
field	O
.	O
We	O
report	O
a	O
patient	O
with	O
chronic	O
renal	O
failure	O
and	O
ischemic	O
heart	O
disease	O
who	O
developed	O
clinically	O
significant	O
methemoglobinemia	B-ADVEFFECT
after	O
an	O
axillary	O
block	O
with	O
bupivacaine	B-DRUG
and	O
additional	O
injection	O
of	O
lidocaine	B-DRUG
in	O
the	O
operative	O
field	O
.	O
We	O
report	O
a	O
patient	O
with	O
chronic	O
renal	O
failure	O
and	O
ischemic	O
heart	O
disease	O
who	O
developed	O
clinically	O
significant	O
methemoglobinemia	B-ADVEFFECT
after	O
an	O
axillary	O
block	O
with	O
bupivacaine	B-DRUG
and	O
additional	O
injection	O
of	O
lidocaine	B-DRUG
in	O
the	O
operative	O
field	O
.	O
Detection	O
of	O
activated	O
eosinophils	O
in	O
nasal	O
polyps	O
of	O
an	O
aspirin	B-DRUG
-	O
induced	O
asthma	B-ADVEFFECT
patient	O
.	O
An	O
episode	O
of	O
subacute	O
encephalopathy	B-ADVEFFECT
after	O
the	O
infusion	O
of	O
a	O
moderate	O
dose	O
of	O
methotrexate	B-DRUG
(	O
1500	O
mg	O
/	O
m2	O
)	O
(	O
MTX	O
)	O
is	O
reported	O
in	O
a	O
young	O
adult	O
with	O
metastastic	O
gastric	O
cancer	O
.	O
We	O
believe	O
that	O
this	O
represents	O
an	O
unusual	O
case	O
of	O
moderate	O
-	O
dose	O
MTX	B-DRUG
-	O
induced	O
neurotoxicity	B-ADVEFFECT
in	O
a	O
patient	O
with	O
gastric	O
cancer	O
,	O
which	O
has	O
not	O
previously	O
been	O
reported	O
.	O
We	O
describe	O
a	O
life	O
threatening	O
side	O
effect	O
of	O
acute	O
epoprostenol	B-DRUG
infusion	O
(	O
pulmonary	B-ADVEFFECT
edema	I-ADVEFFECT
)	O
in	O
a	O
patient	O
with	O
pulmonary	O
hypertension	O
associated	O
with	O
limited	O
scleroderma	O
and	O
discuss	O
its	O
management	O
and	O
potential	O
etiology	O
.	O
A	O
14-year	O
-	O
old	O
girl	O
with	O
newly	O
diagnosed	O
SLE	O
developed	O
a	O
pruritic	B-ADVEFFECT
bullous	I-ADVEFFECT
eruption	I-ADVEFFECT
while	O
on	O
prednisone	B-DRUG
.	O
Hydroxyurea	B-DRUG
-	O
induced	O
acute	B-ADVEFFECT
interstitial	I-ADVEFFECT
pneumonitis	I-ADVEFFECT
in	O
a	O
patient	O
with	O
essential	O
thrombocythemia	O
.	O
The	O
clinical	O
course	O
suggests	O
that	O
the	O
interstitial	B-ADVEFFECT
pneumonitis	I-ADVEFFECT
was	O
induced	O
by	O
hydroxyurea	B-DRUG
.	O
This	O
is	O
the	O
first	O
case	O
of	O
hydroxyurea	B-DRUG
-	O
induced	O
acute	B-ADVEFFECT
interstitial	I-ADVEFFECT
pneumonitis	I-ADVEFFECT
reported	O
in	O
the	O
literature	O
.	O
Allergic	O
and	O
irritant	B-ADVEFFECT
contact	I-ADVEFFECT
dermatitis	I-ADVEFFECT
to	O
calcipotriol	B-DRUG
.	O
Calcipotriol	B-DRUG
(	O
Daivonex	O
R	O
;	O
Leo	O
Pharmaceuticals	O
,	O
Zurich	O
,	O
Switzerland	O
)	O
may	O
cause	O
irritation	B-ADVEFFECT
of	I-ADVEFFECT
the	I-ADVEFFECT
skin	I-ADVEFFECT
,	O
whereas	O
allergic	B-ADVEFFECT
reactions	I-ADVEFFECT
are	O
less	O
common	O
.	O
Calcipotriol	B-DRUG
(	O
Daivonex	O
R	O
;	O
Leo	O
Pharmaceuticals	O
,	O
Zurich	O
,	O
Switzerland	O
)	O
may	O
cause	O
irritation	B-ADVEFFECT
of	I-ADVEFFECT
the	I-ADVEFFECT
skin	I-ADVEFFECT
,	O
whereas	O
allergic	B-ADVEFFECT
reactions	I-ADVEFFECT
are	O
less	O
common	O
.	O
The	O
present	O
observation	O
suggests	O
,	O
that	O
a	O
batch	O
of	O
different	O
testing	O
doses	O
,	O
including	O
lower	O
testing	O
doses	O
may	O
help	O
to	O
differentiate	O
between	O
an	O
allergic	O
type	O
of	O
contact	O
dermatitis	O
and	O
an	O
irritant	B-ADVEFFECT
type	I-ADVEFFECT
of	I-ADVEFFECT
reaction	I-ADVEFFECT
after	O
treatment	O
with	O
calcipotriol	B-DRUG
.	O
Myotonia	B-ADVEFFECT
associated	O
with	O
sarcoidosis	O
:	O
marked	O
exacerbation	O
with	O
pravastatin	B-DRUG
.	O
Pravastatin	B-DRUG
is	O
associated	O
with	O
myotonia	B-ADVEFFECT
in	O
animals	O
.	O
This	O
case	O
suggests	O
that	O
sarcoidosis	O
and	O
pravastatin	B-DRUG
,	O
two	O
entities	O
not	O
frequently	O
associated	O
with	O
myotonia	B-ADVEFFECT
,	O
may	O
interact	O
in	O
a	O
synergistic	O
manner	O
to	O
produce	O
severe	O
clinical	O
myotonia	B-ADVEFFECT
in	O
humans	O
.	O
Hypersensitivity	O
to	O
aspirin	B-DRUG
can	O
be	O
manifested	O
as	O
acute	O
asthma	O
,	O
urticaria	B-ADVEFFECT
and/or	O
angioedema	B-ADVEFFECT
,	O
or	O
a	O
systemic	B-ADVEFFECT
anaphylactoid	I-ADVEFFECT
reaction	I-ADVEFFECT
.	O
Hypersensitivity	O
to	O
aspirin	B-DRUG
can	O
be	O
manifested	O
as	O
acute	O
asthma	O
,	O
urticaria	B-ADVEFFECT
and/or	O
angioedema	B-ADVEFFECT
,	O
or	O
a	O
systemic	B-ADVEFFECT
anaphylactoid	I-ADVEFFECT
reaction	I-ADVEFFECT
.	O
Hypersensitivity	O
to	O
aspirin	B-DRUG
can	O
be	O
manifested	O
as	O
acute	O
asthma	O
,	O
urticaria	B-ADVEFFECT
and/or	O
angioedema	B-ADVEFFECT
,	O
or	O
a	O
systemic	B-ADVEFFECT
anaphylactoid	I-ADVEFFECT
reaction	I-ADVEFFECT
.	O
CONCLUSION	O
:	O
Fixed	O
drug	O
eruption	B-ADVEFFECT
is	O
associated	O
with	O
many	O
drugs	O
but	O
this	O
is	O
the	O
first	O
such	O
report	O
with	O
omeprazole	B-DRUG
.	O
Fixed	O
drug	O
eruption	B-ADVEFFECT
in	O
hands	O
caused	O
by	O
omeprazole	B-DRUG
.	O
The	O
objective	O
of	O
this	O
report	O
is	O
to	O
describe	O
a	O
case	O
of	O
fixed	O
drug	O
eruption	B-ADVEFFECT
that	O
occurred	O
during	O
omeprazole	B-DRUG
treatment	O
.	O
A	O
26-year	O
-	O
old	O
Japanese	O
man	O
,	O
who	O
had	O
been	O
receiving	O
medical	O
attention	O
for	O
ulcerative	O
colitis	O
for	O
one	O
year	O
,	O
presented	O
with	O
diffuse	B-ADVEFFECT
erythema	I-ADVEFFECT
and	O
pustules	B-ADVEFFECT
on	O
his	O
face	O
and	O
trunk	O
,	O
malaise	B-ADVEFFECT
,	O
and	O
fever	B-ADVEFFECT
up	I-ADVEFFECT
to	I-ADVEFFECT
39	I-ADVEFFECT
degrees	I-ADVEFFECT
C	I-ADVEFFECT
one	O
day	O
after	O
the	O
administration	O
of	O
salazosulfapyridine	B-DRUG
.	O
A	O
26-year	O
-	O
old	O
Japanese	O
man	O
,	O
who	O
had	O
been	O
receiving	O
medical	O
attention	O
for	O
ulcerative	O
colitis	O
for	O
one	O
year	O
,	O
presented	O
with	O
diffuse	B-ADVEFFECT
erythema	I-ADVEFFECT
and	O
pustules	B-ADVEFFECT
on	O
his	O
face	O
and	O
trunk	O
,	O
malaise	B-ADVEFFECT
,	O
and	O
fever	B-ADVEFFECT
up	I-ADVEFFECT
to	I-ADVEFFECT
39	I-ADVEFFECT
degrees	I-ADVEFFECT
C	I-ADVEFFECT
one	O
day	O
after	O
the	O
administration	O
of	O
salazosulfapyridine	B-DRUG
.	O
A	O
26-year	O
-	O
old	O
Japanese	O
man	O
,	O
who	O
had	O
been	O
receiving	O
medical	O
attention	O
for	O
ulcerative	O
colitis	O
for	O
one	O
year	O
,	O
presented	O
with	O
diffuse	B-ADVEFFECT
erythema	I-ADVEFFECT
and	O
pustules	B-ADVEFFECT
on	O
his	O
face	O
and	O
trunk	O
,	O
malaise	B-ADVEFFECT
,	O
and	O
fever	B-ADVEFFECT
up	I-ADVEFFECT
to	I-ADVEFFECT
39	I-ADVEFFECT
degrees	I-ADVEFFECT
C	I-ADVEFFECT
one	O
day	O
after	O
the	O
administration	O
of	O
salazosulfapyridine	B-DRUG
.	O
A	O
26-year	O
-	O
old	O
Japanese	O
man	O
,	O
who	O
had	O
been	O
receiving	O
medical	O
attention	O
for	O
ulcerative	O
colitis	O
for	O
one	O
year	O
,	O
presented	O
with	O
diffuse	B-ADVEFFECT
erythema	I-ADVEFFECT
and	O
pustules	B-ADVEFFECT
on	O
his	O
face	O
and	O
trunk	O
,	O
malaise	B-ADVEFFECT
,	O
and	O
fever	B-ADVEFFECT
up	I-ADVEFFECT
to	I-ADVEFFECT
39	I-ADVEFFECT
degrees	I-ADVEFFECT
C	I-ADVEFFECT
one	O
day	O
after	O
the	O
administration	O
of	O
salazosulfapyridine	B-DRUG
.	O
Acute	B-ADVEFFECT
generalized	I-ADVEFFECT
exanthematous	I-ADVEFFECT
pustulosis	I-ADVEFFECT
induced	O
by	O
salazosulfapyridine	B-DRUG
in	O
a	O
patient	O
with	O
ulcerative	O
colitis	O
.	O
We	O
report	O
a	O
case	O
of	O
acute	B-ADVEFFECT
generalized	I-ADVEFFECT
exanthematous	I-ADVEFFECT
pustulosis	I-ADVEFFECT
(	O
AGEP	O
)	O
induced	O
by	O
salazosulfapyridine	B-DRUG
in	O
a	O
patient	O
with	O
ulcerative	O
colitis	O
.	O
CASE	O
SUMMARY	O
:	O
A	O
39-year	O
-	O
old	O
white	O
Jewish	O
schizophrenic	O
man	O
treated	O
with	O
olanzapine	B-DRUG
developed	O
an	O
elevated	B-ADVEFFECT
serum	I-ADVEFFECT
CK	I-ADVEFFECT
concentration	I-ADVEFFECT
with	O
a	O
peak	O
concentration	O
of	O
4000	O
IU	O
/	O
L	O
(	O
normal	O
<	O
230	O
)	O
.	O
DISCUSSION	O
:	O
Olanzapine	B-DRUG
,	O
like	O
other	O
atypical	O
antipsychotic	O
drugs	O
,	O
may	O
cause	O
muscle	B-ADVEFFECT
injury	I-ADVEFFECT
with	I-ADVEFFECT
concomitant	I-ADVEFFECT
elevations	I-ADVEFFECT
of	I-ADVEFFECT
serum	I-ADVEFFECT
CK	I-ADVEFFECT
of	O
muscle	O
origin	O
.	O
Marked	O
elevation	B-ADVEFFECT
of	I-ADVEFFECT
serum	I-ADVEFFECT
creatine	I-ADVEFFECT
kinase	I-ADVEFFECT
associated	O
with	O
olanzapine	B-DRUG
therapy	O
.	O
OBJECTIVE	O
:	O
To	O
report	O
a	O
case	O
of	O
marked	O
elevation	B-ADVEFFECT
of	I-ADVEFFECT
serum	I-ADVEFFECT
creatine	I-ADVEFFECT
kinase	I-ADVEFFECT
(	O
CK	O
)	O
associated	O
with	O
olanzapine	B-DRUG
therapy	O
.	O
Diclofenac	B-DRUG
-	O
associated	O
hepatitis	B-ADVEFFECT
.	O
This	O
patient	O
,	O
who	O
had	O
a	O
history	O
of	O
osteoarthritis	O
,	O
had	O
severe	O
hepatitis	B-ADVEFFECT
5	O
weeks	O
after	O
being	O
started	O
on	O
diclofenac	B-DRUG
for	O
increasing	O
pain	O
in	O
the	O
joints	O
.	O
2-CdA	B-DRUG
induces	O
lymphocytopenia	B-ADVEFFECT
,	O
which	O
may	O
explain	O
the	O
improvement	O
in	O
this	O
patient	O
's	O
psoriasis	O
.	O
One	O
case	O
of	O
priapism	B-ADVEFFECT
occurred	O
during	O
heparin	B-DRUG
therapy	O
for	O
a	O
previous	O
surgical	O
operation	O
to	O
the	O
knee	O
is	O
reported	O
.	O
Priapism	B-ADVEFFECT
as	O
a	O
complication	O
of	O
heparin	B-DRUG
therapy	O
.	O
The	O
association	O
between	O
heparin	B-DRUG
and	O
priapism	B-ADVEFFECT
is	O
often	O
recognized	O
;	O
abnormal	B-ADVEFFECT
platelet	I-ADVEFFECT
aggregation	I-ADVEFFECT
could	O
play	O
a	O
role	O
in	O
the	O
pathogenesis	O
of	O
this	O
side	O
effect	O
.	O
The	O
association	O
between	O
heparin	B-DRUG
and	O
priapism	B-ADVEFFECT
is	O
often	O
recognized	O
;	O
abnormal	B-ADVEFFECT
platelet	I-ADVEFFECT
aggregation	I-ADVEFFECT
could	O
play	O
a	O
role	O
in	O
the	O
pathogenesis	O
of	O
this	O
side	O
effect	O
.	O
It	O
carries	O
a	O
well	O
-	O
known	O
risk	O
of	O
neutropenia	B-ADVEFFECT
and	O
agranulocytosis	B-ADVEFFECT
,	O
which	O
necessitates	O
the	O
immediate	O
discontinuation	O
of	O
clozapine	B-DRUG
.	O
It	O
carries	O
a	O
well	O
-	O
known	O
risk	O
of	O
neutropenia	B-ADVEFFECT
and	O
agranulocytosis	B-ADVEFFECT
,	O
which	O
necessitates	O
the	O
immediate	O
discontinuation	O
of	O
clozapine	B-DRUG
.	O
OBJECTIVE	O
:	O
We	O
report	O
a	O
patient	O
who	O
developed	O
neutropenia	B-ADVEFFECT
on	O
clozapine	B-DRUG
,	O
but	O
behind	O
the	O
cell	O
count	O
decrease	O
showed	O
to	O
be	O
a	O
diurnal	B-ADVEFFECT
variation	I-ADVEFFECT
of	I-ADVEFFECT
the	I-ADVEFFECT
white	I-ADVEFFECT
blood	I-ADVEFFECT
cells	I-ADVEFFECT
(	O
WBC	O
)	O
.	O
Acute	B-ADVEFFECT
neutrophilic	I-ADVEFFECT
dermatosis	I-ADVEFFECT
induced	O
by	O
all	B-DRUG
-	I-DRUG
trans	I-DRUG
-	I-DRUG
retinoic	I-DRUG
acid	I-DRUG
treatment	O
for	O
acute	O
promyelocytic	O
leukemia	O
.	O
Findings	O
on	O
discontinuation	O
and	O
rechallenge	O
supported	O
the	O
assumption	O
that	O
the	O
hair	B-ADVEFFECT
loss	I-ADVEFFECT
was	O
a	O
side	O
effect	O
of	O
the	O
paroxetine	B-DRUG
.	O
Hair	B-ADVEFFECT
loss	I-ADVEFFECT
associated	O
with	O
paroxetine	B-DRUG
treatment	O
:	O
a	O
case	O
report	O
.	O
We	O
report	O
on	O
a	O
37-year	O
-	O
old	O
female	O
who	O
complained	O
of	O
moderate	O
hair	B-ADVEFFECT
loss	I-ADVEFFECT
during	O
paroxetine	B-DRUG
treatment	O
.	O
CONCLUSION	O
:	O
Patients	O
with	O
insulin	B-DRUG
allergy	O
may	O
not	O
have	O
complete	O
resolution	O
of	O
their	O
symptoms	O
after	O
standard	O
desensitization	O
,	O
particularly	O
those	O
patients	O
with	O
concomitant	O
protamine	B-ADVEFFECT
allergy	I-ADVEFFECT
.	O
METHODS	O
:	O
The	O
patient	O
required	O
insulin	O
desensitization	O
for	O
severe	B-ADVEFFECT
urticaria	I-ADVEFFECT
,	O
angioedema	B-ADVEFFECT
,	O
and	O
occasional	O
wheezing	B-ADVEFFECT
resulting	O
from	O
her	O
insulin	B-DRUG
dose	O
.	O
METHODS	O
:	O
The	O
patient	O
required	O
insulin	O
desensitization	O
for	O
severe	B-ADVEFFECT
urticaria	I-ADVEFFECT
,	O
angioedema	B-ADVEFFECT
,	O
and	O
occasional	O
wheezing	B-ADVEFFECT
resulting	O
from	O
her	O
insulin	B-DRUG
dose	O
.	O
METHODS	O
:	O
The	O
patient	O
required	O
insulin	O
desensitization	O
for	O
severe	B-ADVEFFECT
urticaria	I-ADVEFFECT
,	O
angioedema	B-ADVEFFECT
,	O
and	O
occasional	O
wheezing	B-ADVEFFECT
resulting	O
from	O
her	O
insulin	B-DRUG
dose	O
.	O
METHODS	O
:	O
The	O
patient	O
required	O
insulin	O
desensitization	O
for	O
severe	B-ADVEFFECT
urticaria	I-ADVEFFECT
,	O
angioedema	B-ADVEFFECT
,	O
and	O
occasional	O
wheezing	B-ADVEFFECT
resulting	O
from	O
her	O
insulin	B-DRUG
dose	O
.	O
METHODS	O
:	O
The	O
patient	O
required	O
insulin	O
desensitization	O
for	O
severe	B-ADVEFFECT
urticaria	I-ADVEFFECT
,	O
angioedema	B-ADVEFFECT
,	O
and	O
occasional	O
wheezing	B-ADVEFFECT
resulting	O
from	O
her	O
insulin	B-DRUG
dose	O
.	O
METHODS	O
:	O
The	O
patient	O
required	O
insulin	O
desensitization	O
for	O
severe	B-ADVEFFECT
urticaria	I-ADVEFFECT
,	O
angioedema	B-ADVEFFECT
,	O
and	O
occasional	O
wheezing	B-ADVEFFECT
resulting	O
from	O
her	O
insulin	B-DRUG
dose	O
.	O
OBJECTIVE	O
:	O
The	O
purpose	O
of	O
this	O
study	O
was	O
to	O
determine	O
whether	O
desensitization	O
to	O
NPH	B-DRUG
insulin	I-DRUG
,	O
as	O
well	O
as	O
standard	O
insulin	B-DRUG
desensitization	O
,	O
could	O
control	O
allergic	B-ADVEFFECT
symptoms	I-ADVEFFECT
in	O
a	O
patient	O
allergic	O
to	O
both	O
NPH	B-DRUG
and	O
regular	O
insulin	B-DRUG
.	O
OBJECTIVE	O
:	O
The	O
purpose	O
of	O
this	O
study	O
was	O
to	O
determine	O
whether	O
desensitization	O
to	O
NPH	B-DRUG
insulin	I-DRUG
,	O
as	O
well	O
as	O
standard	O
insulin	B-DRUG
desensitization	O
,	O
could	O
control	O
allergic	B-ADVEFFECT
symptoms	I-ADVEFFECT
in	O
a	O
patient	O
allergic	O
to	O
both	O
NPH	B-DRUG
and	O
regular	O
insulin	B-DRUG
.	O
Patients	O
receiving	O
neutral	B-DRUG
protamine	I-DRUG
Hagedorn	I-DRUG
(	O
NPH	B-DRUG
)	O
insulin	B-DRUG
are	O
at	O
increased	O
risk	O
for	O
the	O
development	O
of	O
protamine	B-ADVEFFECT
hypersensitivity	I-ADVEFFECT
.	O
Protamine	B-ADVEFFECT
allergy	I-ADVEFFECT
as	O
a	O
complication	O
of	O
insulin	B-DRUG
hypersensitivity	O
:	O
A	O
case	O
report	O
.	O
She	O
continued	O
to	O
receive	O
regular	O
insulin	B-DRUG
4	O
times	O
per	O
day	O
over	O
the	O
following	O
3	O
years	O
with	O
only	O
occasional	O
hives	B-ADVEFFECT
.	O
The	O
patient	O
had	O
recurrence	O
of	O
urticaria	B-ADVEFFECT
and	O
angioedema	B-ADVEFFECT
a	O
year	O
and	O
a	O
half	O
later	O
,	O
at	O
which	O
point	O
the	O
NPH	B-DRUG
was	O
stopped	O
and	O
she	O
was	O
desensitized	O
to	O
regular	O
insulin	B-DRUG
.	O
The	O
patient	O
had	O
recurrence	O
of	O
urticaria	B-ADVEFFECT
and	O
angioedema	B-ADVEFFECT
a	O
year	O
and	O
a	O
half	O
later	O
,	O
at	O
which	O
point	O
the	O
NPH	B-DRUG
was	O
stopped	O
and	O
she	O
was	O
desensitized	O
to	O
regular	O
insulin	B-DRUG
.	O
The	O
patient	O
had	O
recurrence	O
of	O
urticaria	B-ADVEFFECT
and	O
angioedema	B-ADVEFFECT
a	O
year	O
and	O
a	O
half	O
later	O
,	O
at	O
which	O
point	O
the	O
